,title,rating,date,categorie,comments,sentiment,aspect_opinion
80,🔥 Mini shoulder bag (M-688),5,2019-08-14,Bag,"Cute bag, small size, beautiful color, cheap price, good job, quality according to price Cute bag, small size, beautiful color, cheap price, good job, quality according to price Cute bag, small size, beautiful color, cheap price, good job, quality according to price",Positive,job: good; quality: cheap; job: good; job: good
81,🔥 Mini shoulder bag (M-688),5,2019-08-13,Bag,"Impressive, very good product pack, product quality is quite good, value for money, good price, fast delivery, good service. Very good transport company overall. And will order again next time",Positive,quality: Impressive good; delivery: fast; company: good
82,🔥 Mini shoulder bag (M-688),5,2019-08-14,Bag,"OK product, very nice, good stitching, good shape, good shape, cute, good service Answer a little late. Overall ok The delivery is very fast. The shipping cost is very cheap, but the product gets faster. Order this shop very often",Positive,product: late; product: nice; shape: good; product: cute; service: good; product: little; product: late; delivery: fast; cost: cheap
83,🔥 Mini shoulder bag (M-688),5,2019-08-21,Bag,Use the 88FASHA code to purchase 100 baht. Receive a refund of up to 100coin. The Mini Sling Bag (M-688) uses 88FASHA code. Buy 100 baht. Get a refund up to 100coin🔥 Mini Shoulder Bag (M-688),Neutral,
84,🔥 Mini shoulder bag (M-688),5,2019-08-05,Bag,"Bought at the price of 9 baht, bought at the price of 9 baht, bought at the price of 9 baht, bought at the price of 9 baht, plus free shipping with kerry. The price of 9 baht is cheaper than the dessert fee Worth the lovely Take it to play. 😊",Positive,price: cheaper
85,🔥 Mini shoulder bag (M-688),5,2019-07-05,Bag,"Beautiful colors, exquisite work, very neat, more order, of course. Want all colors Buy at a very discounted price. Fast delivery. Pleasant delivery. Very polite. Pink.",Positive,colors: neat; colors: Beautiful; order: more; delivery: Fast; delivery: Pleasant; product: polite
86,🔥 Mini shoulder bag (M-688),5,2019-08-13,Bag,..╭╮╭╮ .. .∵╭═════════════════╮ 【╭ ◆ ┴┴ ◆ ╮．★． ★． ★． ★. ★ 【│︵ ︵│ ＜ .. Very Good ╰╯ │．【╰ ○ - ○ ╯. ∵ .....,Positive,product: Good
87,🔥 Mini shoulder bag (M-688),5,2019-08-13,Bag,Better quality than price Good transportation Good service Better quality than price Good transportation Good service Better quality than price Good transportation Good service,Positive,transportation: Good; transportation: Good; quality: Better; transportation: Good; service: Good
88,🔥 Mini shoulder bag (M-688),3,2019-07-25,Bag,"Order red, black, if the item is out, please let the shop please inform first, because the order is to be sold to the customer again. The smaller size than expected, suitable for children to shoulder more. As for the shop, there is a responsibility to return the product and apologize. The delivery speed is good. Wait for 6 days. Total products Saturday - Sunday.",Positive,black: red; size: smaller; children: more; speed: good; products: Total
89,🔥 Mini shoulder bag (M-688),5,2019-06-29,Bag,The quality of the product is really good. Really want to say that both the value of the price of the product is okay. It makes the transportation from the body from the shop or many things very well done.,Positive,quality: good; value: okay
90,🔥 Mini shoulder bag (M-688),5,2019-07-23,Bag,"Update ready to send Good job, light price Sell ​​very cheap Quality beyond value 1 hand product of all kinds Interested in what kind of leaves, say, chat, ask more. # New work added tomorrow #The job is good, the price is ruined again. # Leave a friend to add or click to follow # Thank you all for subsidies. 🙏🙏🙏🙏🙏",Positive,price: Good light; Quality: cheap; chat: more; job: good
91,🔥 Mini shoulder bag (M-688),5,2019-08-14,Bag,"Bags, promotional prices, prices will rise and fall, some are expensive. In most cases, if the price is not more than 35, the free delivery is very good. Nice stitching leather Cute shop Product is missing, refund Very good value",Positive,prices: promotional; price: not; delivery: good; delivery: free; value: good
92,🔥 Mini shoulder bag (M-688),5,2019-03-15,Bag,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍✌️✌️✌️✌️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Neutral,
93,🔥 Mini shoulder bag (M-688),5,2019-03-17,Bag,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍✌️✌️✌️✌️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Neutral,
94,🔥 Mini shoulder bag (M-688),5,2019-03-15,Bag,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍✌️✌️✌️✌️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Neutral,
95,🔥 Mini shoulder bag (M-688),5,2019-03-15,Bag,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍✌️✌️✌️✌️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Neutral,
96,🔥 Mini shoulder bag (M-688),5,2019-04-05,Bag,"Good product, good price, good price, good product, good price, good price, good price, good product, good price, good price So much",Positive,product: good; price: good; product: much
97,🔥 Mini shoulder bag (M-688),5,2019-07-20,Bag,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 post 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 Office 🙏🏻,Neutral,
98,🔥 Mini shoulder bag (M-688),5,2019-08-14,Bag,The quality of the product is very good. Very good value Very fast delivery. The service is very good. The service provided by the shipping company is very good. Very good. Very good.,Positive,quality: good; delivery: fast; service: good; service: good; product: good; product: good
99,🔥 Mini shoulder bag (M-688),5,2019-08-16,Bag,Beautiful 💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓 💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓 💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓,Positive,product: Beautiful
100,🔥 Mini shoulder bag (M-688),5,2019-04-23,Bag,Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi,Neutral,cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi: Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi
101,🔥 Mini shoulder bag (M-688),5,2019-04-26,Bag,Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi,Neutral,cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi: Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi
102,🔥 Mini shoulder bag (M-688),5,2019-04-27,Bag,Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi,Neutral,cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi: Cbcgdgduudjkekoakvjnjklehfbtszsfchjdvhhjdexcftghfthbfjxi
